@relation dataset_feat_h-weka.filters.unsupervised.attribute.Remove-R11

@attribute comm numeric
@attribute adev numeric
@attribute ddev numeric
@attribute exp numeric
@attribute oexp numeric
@attribute modd numeric
@attribute mods numeric
@attribute nloc numeric
@attribute cyco numeric
@attribute addl numeric
@attribute label {clean,defective}

@data
7,7,8,10,749,8,167,363,98,39,clean
1,1,1,1800,190,1,51,269,80,180,defective
1,1,2,4225,130,1,78,339,94,65,clean
1,1,1,62,125,2,51,453,103,31,clean
1,1,2,2916,108,1,78,205,44,54,clean
1,1,3,330,113,1,167,1084,331,3,clean
1,1,1,62,125,2,51,453,103,31,clean
1,1,2,2916,108,1,78,205,44,54,clean
1,1,3,330,113,1,167,1084,331,3,clean
1,1,1,1,2,1,51,264,50,1,clean
1,1,2,24,11,1,55,265,52,8,clean
1,1,3,48,26,1,167,238,10,2,clean
1,1,1,386,386,1,51,242,51,386,defective
1,1,2,1,2,1,97,261,54,1,clean
1,1,3,411,411,1,167,0,54,0,clean
1,1,1,4697,138,1,51,169,42,77,defective
3,3,2,32,133,3,55,165,38,33,defective
2,2,4,656,230,4,78,171,41,36,clean
4,4,5,3,275,10,65,451,111,16,defective
1,1,6,3,78,11,97,420,101,2,defective
9,9,7,1203,1830,10,167,726,231,178,defective
3,3,1,234,3113,3,51,1093,257,1030,defective
2,2,2,594,119,2,55,1466,346,45,clean
1,1,3,547600,3974,5,78,1249,279,397,clean
6,6,1,136,3720,9,51,593,130,387,defective
6,6,2,192,675,7,55,1056,252,73,defective
8,8,6,716,46,18,78,955,209,167,defective
8,8,7,432,194,10,65,809,186,12,defective
13,13,9,37,574,20,97,997,242,32,defective
24,24,12,12,4,48,167,661,177,57,defective
2,2,1,60192,2272,3,51,588,83,352,defective
1,1,2,25281,438,2,78,628,131,109,clean
1,1,3,1700,93,1,65,635,152,68,defective
3,3,5,608,72,3,97,761,196,96,defective
1,1,6,36,20,1,167,900,164,2,clean
1,1,1,1,2,1,51,66,16,1,clean
1,1,2,256,32,1,78,67,16,16,clean
3,3,4,183,16,3,97,79,18,26,defective
4,4,2,35,2,4,51,268,51,14,defective
2,2,3,24,145,2,55,573,149,70,defective
1,1,4,3249,114,1,78,266,52,57,clean
1,1,5,8,6,1,97,267,16,2,clean
4,4,6,549,662,5,167,506,110,116,clean
3,3,1,18,1773,4,51,562,83,182,defective
1,1,2,3600,120,1,78,646,123,60,clean
1,1,3,2,3,1,65,696,136,2,clean
1,1,4,121,22,1,97,708,138,11,defective
1,1,1,192,32,1,51,149,30,8,clean
1,1,2,1458,99,1,55,191,48,81,defective
1,1,1,112,22,1,51,692,172,14,clean
1,1,2,840,58,1,55,788,207,30,clean
6,6,5,1033,348,6,78,956,263,76,defective
1,1,6,8,8,1,65,1010,281,8,clean
3,3,9,909,90,3,97,1068,298,42,defective
4,4,10,1628,503,4,167,1304,381,68,defective
1,1,1,62,125,2,51,453,103,31,clean
1,1,2,330,113,1,167,1084,331,3,clean
1,1,1,62,125,2,51,453,103,31,clean
1,1,2,2916,108,1,78,205,44,54,clean
1,1,3,330,113,1,167,1084,331,3,clean
1,1,1,4697,138,1,51,169,42,77,defective
1,1,2,1225,70,1,78,169,42,35,clean
5,5,1,60192,3266,7,51,468,79,223,defective
2,2,2,616,235,2,55,327,83,59,defective
4,4,4,169,128,4,78,471,112,16,defective
2,2,5,323,38,2,65,417,107,10,defective
1,1,6,42,38,2,97,563,123,16,defective
1,1,1,7,8,1,51,480,85,7,defective
1,1,2,1,2,1,78,646,123,1,clean
1,1,3,2,3,1,65,696,136,2,clean
1,1,1,374,374,1,51,0,136,0,clean
1,1,1,434,45,1,51,713,181,31,defective
1,1,2,23,24,1,55,813,218,23,defective
1,1,3,17,18,1,78,897,251,17,clean
2,2,4,34,60,2,167,1208,333,5,clean
1,1,1,221,30,1,51,793,202,13,clean
1,1,2,69696,528,1,78,858,215,264,clean
2,2,3,40,63,2,65,577,134,19,clean
4,4,5,1226,49,4,97,750,184,13,defective
2,2,6,890,284,2,167,914,243,14,clean
1,1,1,48,14,1,51,786,201,8,clean
2,2,2,6,11,2,55,813,205,2,clean
1,1,3,69696,528,1,78,858,215,264,clean
1,1,1,374,374,1,51,0,215,0,clean
1,1,1,1768,94,1,51,302,85,68,defective
1,1,2,4225,130,1,78,339,94,65,clean
2,2,3,1,136,2,97,445,133,44,clean
1,1,4,19,80,2,167,300,82,30,clean
1,1,1,3060,3060,1,51,1901,432,3060,defective
1,1,2,547600,2956,2,78,2157,470,739,clean
1,1,3,231,65,2,97,2158,474,21,clean
1,1,1,483,981,2,51,137,248,249,defective
1,1,2,48,14,1,65,418,108,6,clean
2,2,3,11,604,2,167,477,122,166,clean
1,1,1,483,981,2,51,137,99,249,defective
1,1,2,1725,128,2,97,12,1,44,clean
1,1,3,11,11,1,167,444,115,0,clean
2,2,1,4,7,2,51,188,8,3,clean
1,1,2,10,7,1,65,57,16,2,clean
2,2,3,32,74,2,97,1128,252,31,clean
3,3,4,38,551,5,167,322,61,2,clean
2,2,1,1044,1050,4,51,223,17,134,defective
1,1,2,50,15,1,65,250,71,5,clean
1,1,3,32,32,1,97,445,114,32,clean
3,3,4,11,379,6,167,554,146,38,defective
1,1,1,62,125,2,51,453,103,31,clean
1,1,2,330,113,1,167,1084,331,3,clean
3,3,1,1560,113,3,51,148,29,13,defective
3,3,3,806,78,3,78,162,34,19,clean
1,1,4,25,22,2,65,142,30,5,clean
1,1,5,7020,465,2,97,45,13,41,clean
1,1,1,3060,3060,1,51,1901,432,3060,defective
1,1,2,12,24,3,78,1558,341,2,clean
1,1,3,14,14,1,167,7,0,14,clean
1,1,1,15825,286,1,51,867,184,211,defective
1,1,2,94249,614,1,78,1156,300,307,clean
1,1,3,2,3,1,65,1195,328,2,clean
1,1,1,4,8,2,51,756,180,0,clean
1,1,1,210,29,1,51,355,79,14,clean
2,2,2,105,79,2,55,429,102,37,defective
1,1,3,13924,236,1,78,467,111,118,clean
1,1,4,72,17,1,65,472,113,9,clean
1,1,5,24,11,1,97,797,199,8,defective
1,1,1,3060,3060,1,51,1901,432,3060,defective
1,1,2,105,38,1,55,414,100,35,defective
2,2,4,173671,3370,5,78,1511,330,388,defective
1,1,5,481,481,1,65,0,71,0,clean
3,3,6,30,218,6,97,1719,384,20,defective
1,1,7,2717,302,2,167,1796,415,14,clean
1,1,1,112,23,1,51,361,83,16,defective
1,1,2,82,43,1,55,346,81,2,defective
1,1,3,13924,236,1,78,467,111,118,clean
1,1,4,432,43,1,65,655,151,27,defective
1,1,5,4,4,1,97,799,199,2,defective
3,3,6,13,168,4,167,488,135,21,defective
1,1,1,112,23,1,51,361,83,16,defective
1,1,2,6,5,1,55,348,81,3,defective
1,1,3,13924,236,1,78,467,111,118,clean
3,3,1,234,84,3,51,695,172,17,defective
1,1,2,30276,348,1,78,888,248,174,clean
4,4,4,623,90,4,97,1139,320,57,defective
2,2,5,315,56,2,167,1239,353,8,clean
1,1,1,525,46,1,51,491,97,25,defective
1,1,2,22801,302,1,78,463,91,151,clean
1,1,3,506,57,1,65,528,122,46,defective
2,2,5,512,60,2,97,625,172,36,defective
1,1,6,1203,1203,1,167,745,226,1203,defective
1,1,1,2680,107,1,51,422,99,67,defective
2,2,2,168,53,2,55,447,103,15,defective
7,7,4,348,204,9,78,492,106,54,defective
1,1,5,432,52,2,65,597,133,11,clean
1,1,6,100,20,1,97,481,109,10,clean
3,3,7,12064,2129,7,167,380,86,91,clean
1,1,1,4536,135,1,51,842,179,72,defective
1,1,2,108,21,1,65,983,210,9,clean
1,1,1,483,483,1,51,0,210,0,clean
1,1,2,133,134,1,55,881,246,133,defective
1,1,3,94249,662,2,78,633,150,165,clean
7,7,4,9,320,9,65,383,78,2,clean
2,2,5,777,63,2,167,1097,296,10,clean
1,1,1,483,483,1,51,0,340,0,clean
6,6,1,210,3909,6,51,648,144,614,defective
8,8,2,30,449,14,55,446,100,25,defective
16,16,6,2,66,27,78,982,225,96,defective
13,13,8,6,704,30,65,525,123,17,defective
20,20,13,370,1582,33,97,744,173,39,defective
25,25,14,36414,4506,43,167,587,143,40,defective
2,2,1,1242,138,2,51,1161,240,47,defective
6,6,2,11,344,6,55,1287,266,40,defective
1,1,3,236989,1150,1,78,1713,347,881,defective
1,1,4,18,19,1,65,1742,350,18,defective
5,5,6,586,64,5,97,1801,384,28,clean
2,2,7,3,114,2,167,1937,434,33,clean
2,2,1,4,50,2,51,489,97,13,defective
1,1,2,22801,302,1,78,463,91,151,clean
2,2,4,403,37,2,65,549,131,34,defective
5,5,6,186,106,5,97,624,169,36,defective
3,3,7,1203,1237,4,167,732,218,308,defective
1,1,1,386,411,2,51,129,25,205,defective
2,2,2,30,13,2,65,260,54,4,clean
2,2,3,4,445,3,167,87,54,1,clean
1,1,1,2891,108,1,55,850,213,59,defective
1,1,2,23,24,1,167,285,113,23,clean
1,1,1,121,22,1,55,114,21,11,clean
1,1,2,784,56,1,78,114,21,28,clean
1,1,1,2950,109,1,55,225,55,59,defective
4,4,1,1794,335,4,55,362,93,49,defective
3,3,3,1240,172,3,78,407,105,44,defective
1,1,1,210,47,1,55,647,134,42,defective
2,2,3,3206,458,2,78,725,152,212,defective
3,3,1,1696,168,4,55,566,148,25,defective
2,2,2,6399,320,2,78,970,266,80,defective
1,1,3,20,9,1,97,1024,285,4,clean
3,3,4,19,662,4,167,678,185,93,defective
1,1,1,5,5,1,55,740,161,5,clean
4,4,4,1173,7,9,78,1048,246,256,defective
4,4,5,230,266,6,65,442,93,26,defective
6,6,7,623,155,7,97,1424,362,42,defective
8,8,9,75,1342,17,167,1124,295,37,defective
1,1,1,495,56,1,55,745,193,45,clean
1,1,2,30276,348,1,78,888,248,174,clean
2,2,3,1628,162,2,167,1319,383,12,defective
1,1,1,133,134,1,55,881,246,133,defective
2,2,3,1,3,2,97,901,186,1,clean
1,1,1,133,134,1,55,881,246,133,defective
1,1,2,160,26,1,167,1208,332,10,clean
4,4,1,2,31,4,55,189,43,6,defective
2,2,3,82,82,2,78,198,45,21,clean
1,1,4,22040,366,1,97,71,23,76,clean
1,1,5,1203,1203,1,167,745,226,1203,defective
1,1,1,40,13,1,55,179,16,5,defective
1,1,2,42,13,1,78,180,16,7,defective
1,1,1,40,13,1,55,179,16,5,defective
1,1,1,25,25,1,55,165,41,25,defective
2,2,3,110,78,2,78,165,42,21,clean
2,2,4,3,262,2,97,104,27,17,clean
1,1,1,1,2,1,55,194,43,1,clean
1,1,2,4,4,1,78,194,43,2,clean
1,1,1,23,24,1,55,813,218,23,defective
2,2,2,21,12,2,78,918,255,4,defective
1,1,1,19,19,1,55,228,41,19,defective
1,1,2,5041,142,1,78,228,41,71,clean
1,1,3,6840,174,1,97,272,52,114,clean
4,4,1,1980,117,4,55,186,42,21,defective
1,1,2,4,4,1,78,194,43,2,clean
1,1,3,195,28,1,65,203,50,13,clean
2,2,4,22040,409,2,97,97,30,58,clean
1,1,5,210,210,1,167,0,38,0,clean
1,1,1,19,19,1,55,228,41,19,defective
1,1,2,5041,142,1,78,228,41,71,clean
1,1,3,6840,174,1,97,272,52,114,clean
1,1,1,31,31,1,55,0,52,0,clean
2,2,1,1,17,4,55,133,11,1,defective
1,1,2,41616,408,1,78,922,193,204,clean
3,3,3,6,39,4,65,51,5,2,defective
1,1,4,20,9,1,97,160,16,4,clean
3,3,5,7,188,3,167,862,198,16,clean
1,1,1,1,2,1,55,149,52,1,clean
1,1,2,1024,64,1,78,149,52,32,clean
1,1,1,28,11,1,55,786,206,7,defective
1,1,2,16,33,2,65,2224,490,16,clean
1,1,3,192,52,1,97,1085,303,48,defective
1,1,4,193,430,3,167,1396,346,83,defective
2,2,1,3,137,2,55,876,214,68,defective
3,3,2,20,59,6,65,504,102,5,clean
1,1,3,4,4,1,97,163,31,2,clean
2,2,4,2,348,6,167,614,145,2,clean
1,1,1,1320,103,1,55,399,94,88,defective
1,1,2,13924,236,1,78,467,111,118,clean
1,1,3,25,10,1,65,146,35,5,clean
1,1,4,322,268,2,97,410,99,25,clean
1,1,1,133,134,1,55,881,246,133,defective
5,5,2,9,56,5,65,566,108,4,clean
1,1,3,3,3,1,97,102,25,3,clean
5,5,4,3,359,9,167,556,133,2,clean
1,1,1,1320,103,1,55,399,94,88,defective
1,1,2,13924,236,1,78,467,111,118,clean
1,1,3,30,11,1,65,166,42,6,clean
1,1,4,322,295,2,97,410,99,23,clean
2,2,1,31,127,2,55,171,37,48,defective
2,2,1,3009,244,2,55,518,138,92,defective
1,1,2,696,70,1,65,152,35,58,clean
5,5,4,593,335,8,97,321,93,36,defective
5,5,5,1203,1591,9,167,495,248,135,defective
1,1,1,133,134,1,55,881,246,133,defective
1,1,2,38,43,2,78,761,191,0,clean
1,1,1,133,134,1,55,881,246,133,defective
1,1,2,576,48,1,78,110,0,24,clean
3,3,3,9,26,3,65,578,111,4,clean
1,1,4,7,7,1,97,133,39,7,clean
2,2,5,3,349,6,167,605,147,2,clean
1,1,1,133,134,1,55,881,246,133,defective
2,2,2,20,57,2,78,497,124,14,clean
5,5,3,9,35,5,65,746,150,3,clean
3,3,4,3,393,7,167,716,185,3,clean
1,1,1,133,134,1,55,881,246,133,defective
1,1,2,576,48,1,78,110,0,24,clean
5,5,3,12,35,6,65,738,141,3,clean
1,1,4,2,2,1,97,116,26,2,clean
3,3,5,2,349,7,167,528,126,2,clean
1,1,1,1320,103,1,55,399,94,88,defective
1,1,2,13924,236,1,78,467,111,118,clean
1,1,3,36,12,1,65,139,26,6,clean
1,1,4,322,271,2,97,412,99,30,clean
2,2,1,1320,237,2,55,640,170,110,defective
1,1,2,25,10,1,65,203,48,5,clean
2,2,3,160,431,3,97,621,163,36,clean
2,2,1,1444,78,2,78,141,29,19,clean
1,1,1,3249,114,1,78,266,52,57,clean
3,3,2,546,116,3,97,277,16,16,defective
1,1,3,48,26,1,167,238,10,2,clean
6,6,2,247,309,6,78,403,104,38,defective
2,2,3,15,14,2,65,418,108,3,defective
5,5,4,884,238,5,97,417,107,22,defective
2,2,5,663,147,2,167,468,122,19,clean
2,2,2,1774,348,2,78,934,258,93,defective
1,1,3,132,23,1,97,1037,289,11,defective
1,1,1,30276,348,1,78,888,248,174,clean
1,1,1,52441,458,1,78,725,152,229,clean
3,3,2,484,103,3,97,756,139,19,clean
1,1,1,30276,348,1,78,888,248,174,clean
1,1,2,12,13,1,65,979,268,12,defective
1,1,3,1,2,1,97,1022,284,1,clean
5,5,4,360,553,5,167,1284,368,55,defective
1,1,1,484,44,1,78,641,149,22,defective
1,1,2,1700,186,2,65,635,152,68,defective
2,2,4,4862,64,2,97,790,208,142,defective
1,1,1,81,18,1,78,37,12,9,clean
7,7,3,64,21,14,78,417,93,46,defective
5,5,4,1,79,5,65,912,197,12,defective
4,4,6,489,245,5,97,793,174,98,defective
7,7,7,4,1315,8,167,656,152,75,clean
2,2,2,1586,476,3,78,499,106,81,clean
1,1,1,9660,197,1,78,289,69,105,defective
1,1,2,2280,97,1,65,300,75,57,defective
1,1,3,700,53,1,97,302,80,25,defective
2,2,4,62,1260,4,167,473,142,187,clean
1,1,1,450,43,1,78,205,46,18,clean
2,2,2,83,10,2,78,319,75,11,clean
2,2,3,5,23,2,65,1882,469,8,clean
2,2,5,18,13,2,97,323,75,6,clean
1,1,1,1024,64,1,78,149,52,32,clean
1,1,2,27,12,1,97,171,58,9,defective
3,3,3,65,83,3,167,376,142,24,defective
1,1,1,56,30,1,78,970,208,28,defective
1,1,2,1,2,1,97,1052,225,1,clean
4,4,3,349,6,4,78,1716,347,223,defective
3,3,4,1,10,3,65,1727,347,2,defective
2,2,5,2982,244,2,97,1889,422,82,defective
1,1,6,2925,110,1,167,1946,436,65,clean
1,1,1,289,34,1,78,318,75,17,clean
1,1,1,24,10,1,78,320,75,6,clean
1,1,1,255,32,1,65,3445,864,17,defective
2,2,1,3,15,3,65,122,31,3,clean
1,1,2,17,18,1,97,9,0,1,clean
1,1,1,255,32,1,65,3445,864,17,defective
1,1,2,55,16,1,167,3450,872,5,clean
2,2,1,20,21,3,65,154,33,4,clean
1,1,2,12,30,2,97,5,0,6,clean
2,2,4,14,4,2,167,1725,436,4,clean
2,2,1,4,13,2,65,228,50,4,clean
2,2,1,1157,112,2,65,234,65,47,defective
2,2,2,136,282,3,167,757,203,22,clean
1,1,1,12,13,1,65,979,268,12,defective
1,1,2,1,2,1,97,1022,284,1,clean
4,4,3,360,583,5,167,1232,345,55,defective
1,1,1,481,481,1,65,0,372,0,clean
1,1,2,324,120,2,167,148,0,6,clean
2,2,1,115,117,2,65,650,149,58,defective
3,3,2,8,48,3,97,711,166,11,defective
2,2,3,44550,1972,4,167,860,193,213,defective
3,3,2,2,10,6,65,671,127,26,defective
2,2,4,3,2,2,97,1000,264,3,clean
2,2,6,168,1461,4,167,797,152,224,defective
1,1,1,26,26,1,65,673,155,26,clean
1,1,2,7,8,1,97,800,199,7,clean
1,1,3,44550,1406,2,167,801,176,415,defective
2,2,2,506,11,2,65,525,127,70,defective
3,3,3,8084,249,3,97,778,189,62,defective
1,1,4,44550,1406,2,167,801,176,415,defective
1,1,1,16,33,2,65,2224,490,16,clean
1,1,2,193,430,3,167,1396,346,83,defective
2,2,1,16,52,3,65,2313,509,11,clean
1,1,2,192,52,1,97,1085,303,48,defective
2,2,4,27,430,5,167,1599,383,51,defective
2,2,1,72,86,2,65,476,114,25,defective
3,3,2,2610,548,3,167,437,113,7,defective
1,1,1,255,32,1,65,3445,864,17,defective
2,2,1,8,238,5,65,573,122,40,defective
1,1,2,3,3,1,97,121,27,3,clean
2,2,3,2,348,6,167,601,144,2,clean
3,3,1,128,268,7,65,442,88,31,clean
2,2,2,2,348,6,167,598,145,2,clean
2,2,2,10,6,2,97,8,0,3,clean
1,1,3,70,36,2,167,42,7,3,clean
1,1,1,5,6,1,97,1037,291,5,clean
1,1,1,20,80,4,97,53,24,20,clean
1,1,2,82,1147,5,167,81,47,143,clean
1,1,1,20,80,4,97,53,24,20,clean
1,1,2,82,1147,5,167,81,47,143,clean
1,1,1,20,80,4,97,53,24,20,clean
1,1,2,82,1147,5,167,81,47,143,clean
1,1,1,742,67,1,97,1153,256,53,clean
1,1,1,5148,151,1,97,512,158,99,defective
2,2,2,148,1365,4,167,312,86,210,clean
2,2,1,71,823,2,97,741,212,181,defective
1,1,2,30,11,1,167,765,220,5,clean
1,1,1,4,4,1,97,1,0,4,clean
1,1,1,5148,151,1,97,512,158,99,defective
7,7,2,5,1682,12,167,654,193,72,clean
1,1,1,87,87,1,97,69,9,87,defective
1,1,2,16,17,1,167,61,5,1,clean
1,1,1,224,36,1,97,160,16,8,clean
1,1,1,224,36,1,97,160,16,8,clean
1,1,1,2176,152,1,97,922,259,136,defective
2,2,2,6468,391,4,167,763,199,83,clean
1,1,1,32,32,1,97,445,114,32,clean
2,2,2,65,134,2,167,290,116,60,defective
1,1,1,32,32,1,97,445,114,32,clean
1,1,1,32,32,1,97,445,114,32,clean
2,2,1,11,52,3,97,711,166,12,defective
2,2,2,44550,1972,4,167,860,193,213,defective
1,1,1,6,6,1,97,382,0,6,clean
3,3,2,217,853,3,167,356,48,264,clean
1,1,1,75,75,1,97,8,2,75,clean
2,2,2,4,168,4,167,160,0,10,clean
1,1,1,7,8,1,97,800,199,7,clean
1,1,2,44550,1406,2,167,801,176,415,defective
1,1,1,6,6,1,97,382,0,6,clean
3,3,2,217,853,3,167,356,48,264,clean
1,1,1,24,14,1,97,512,159,12,clean
1,1,2,414,760,2,167,483,136,345,clean
1,1,1,75,75,1,97,8,2,75,clean
2,2,2,4,168,4,167,160,0,10,clean
2,2,1,10,18,2,97,728,173,9,clean
1,1,2,44550,1406,2,167,801,176,415,defective
1,1,1,6,6,1,97,250,94,6,clean
2,2,2,133,1594,3,167,679,155,466,defective
1,1,1,6,6,1,97,250,94,6,clean
1,1,2,133,715,2,167,454,117,287,clean
1,1,1,6,6,1,97,250,94,6,clean
1,1,2,133,715,2,167,454,117,287,clean
1,1,1,1740,98,3,97,490,119,11,clean
2,2,2,117,98,2,97,23,3,41,clean
1,1,3,119,119,1,167,0,3,0,clean
1,1,1,324,120,2,167,486,120,6,clean
1,1,1,1351,1351,1,167,1007,219,1351,clean
4,4,1,11,164,13,167,913,250,10,clean
1,1,1,84,84,1,167,21,0,84,defective
2,2,1,8084,4948,3,167,1203,297,864,clean
2,2,1,930,287,2,167,1095,253,138,defective
1,1,1,190,190,1,167,101,34,190,clean
1,1,1,4,8,2,167,426,96,4,clean
1,1,1,4,4,1,167,55,0,4,clean
1,1,1,1351,1351,1,167,1007,219,1351,clean
1,1,1,1351,1351,1,167,1007,219,1351,clean
1,1,1,20,20,1,167,2,0,20,clean
3,3,1,76,108,3,167,366,133,30,clean
3,3,1,5,1428,5,167,401,104,170,clean
3,3,1,1812,1258,3,167,1089,336,410,clean
1,1,1,290,306,3,167,298,86,101,clean
1,1,1,290,306,3,167,285,85,101,clean
1,1,1,290,306,3,167,275,84,101,clean
1,1,1,290,306,3,167,288,89,101,clean
1,1,1,290,306,3,167,274,83,101,clean
1,1,1,290,306,3,167,281,84,101,clean
2,2,1,290,307,4,167,240,72,76,clean
3,3,1,190,211,3,167,103,35,68,clean
3,3,1,4,27,3,167,106,37,7,clean
1,1,1,20,20,1,167,324,89,20,clean
1,1,1,10,10,1,167,1212,334,10,clean
2,2,1,428,443,2,167,256,58,214,clean
2,2,1,190,193,2,167,106,37,96,clean
2,2,1,12,379,2,167,1253,356,115,defective
1,1,1,190,190,1,167,101,34,190,clean
2,2,1,19,151,2,167,410,105,14,clean
2,2,1,190,207,2,167,102,35,101,clean
4,4,1,807,839,5,167,838,206,164,clean
1,1,1,10,10,1,167,1212,334,10,clean
3,3,1,2,28,3,167,958,255,4,clean
2,2,1,52,30,2,167,107,38,10,clean
2,2,1,64,487,3,167,661,194,92,defective
2,2,1,64,487,3,167,661,194,92,defective
2,2,1,64,487,3,167,661,194,92,defective
2,2,1,64,487,3,167,661,194,92,defective
2,2,1,64,487,3,167,661,194,92,defective
2,2,1,64,487,3,167,661,194,92,defective
2,2,1,64,487,3,167,661,194,92,defective
2,2,1,64,487,3,167,661,194,92,defective
2,2,1,64,487,3,167,661,194,92,defective
2,2,1,64,487,3,167,661,194,92,defective
1,1,1,68928,814,1,167,407,143,718,clean
1,1,1,68928,814,1,167,407,143,718,clean
1,1,1,14,9,1,167,1501,459,7,clean
2,2,1,6,104,2,167,2102,468,12,clean
1,1,1,288,288,1,167,201,50,288,clean
1,1,1,6,6,1,167,99,26,6,clean
2,2,1,20,176,2,167,319,90,24,clean
2,2,1,61,1203,3,167,294,74,249,clean
1,1,1,14,14,1,167,7,0,14,clean
1,1,1,1203,1203,1,167,745,226,1203,defective
4,4,1,219,875,4,167,748,250,213,clean
3,3,1,11016,656,3,167,939,313,212,clean
2,2,2,12,3,2,167,21,0,43,defective
1,1,1,6,6,1,167,138,41,6,clean
1,1,1,324,120,2,167,148,0,6,clean
1,1,1,324,145,2,167,147,0,18,clean
2,2,1,7,204,3,167,197,39,66,defective
1,1,1,1203,1203,1,167,745,226,1203,defective
3,3,1,65,100,4,167,848,235,22,defective
1,1,1,193,193,1,167,440,173,193,defective
2,2,1,190,193,2,167,107,37,96,clean
7,7,1,65,495,12,167,1305,333,36,defective
1,1,1,105,26,1,167,693,246,21,clean
1,1,1,77,77,1,167,1362,297,77,clean
1,1,1,15,8,1,167,207,73,5,clean
1,1,1,32,32,1,167,207,73,32,defective
3,3,1,378,86,3,167,449,101,25,clean
2,2,1,3,17,2,167,107,38,5,clean
5,5,1,40,73,7,167,276,73,5,clean
1,1,1,40,26,2,167,280,71,8,clean
1,1,1,160,26,1,167,1208,332,10,clean
1,1,1,2,2,1,9,60,0,2,clean
3,3,2,100,104,3,15,16,0,34,clean
4,4,3,18,2000,11,45,45,0,91,clean
1,1,1,605,66,1,9,90,0,55,clean
7,7,2,3,3566,17,45,77,0,104,clean
1,1,1,1,40,2,9,414,77,13,clean
8,8,1,213,412,10,9,421,87,36,defective
1,1,1,924,80,1,9,453,98,66,clean
6,6,2,4,3129,8,15,463,128,132,defective
5,5,3,1,729,6,45,318,67,66,clean
1,1,1,24,24,1,9,317,65,24,clean
14,14,2,7,1715,19,45,376,77,42,defective
2,2,1,34,102,2,9,64,7,50,clean
3,3,1,34,106,3,9,79,9,35,clean
3,3,1,29,37,5,15,122,1,6,clean
15,15,2,34,5454,46,45,60,0,62,defective
1,1,3,5,6,1,8,46,3,5,clean
1,1,1,42,23,1,15,13,0,2,clean
1,1,1,13,13,1,15,308,51,13,clean
2,2,1,2,102,2,15,205,4,51,clean
12,12,2,1,5780,28,45,102,1,92,clean
1,1,1,5,6,1,15,304,49,5,clean
1,1,1,12,12,1,15,423,91,12,clean
1,1,2,7410,173,1,45,616,133,95,clean
1,1,1,42,23,1,15,13,0,2,clean
5,5,2,36,448,5,45,246,44,45,clean
2,2,3,10,20,2,8,12,0,5,clean
1,1,1,15,15,1,15,0,0,15,clean
2,2,2,151,201,2,45,6,0,12,clean
1,1,1,29,29,1,15,394,9,29,clean
2,2,2,358776,2447,3,45,230,6,371,clean
1,1,1,29,29,1,15,394,9,29,clean
2,2,2,358776,2447,3,45,230,6,371,clean
1,1,1,4,15,3,15,373,60,4,clean
1,1,2,990,935,3,45,377,62,156,clean
1,1,1,12,12,1,15,423,91,12,clean
1,1,2,7410,173,1,45,616,133,95,clean
1,1,1,43681,418,1,45,13,0,209,clean
1,1,1,7055,168,1,45,19,0,83,clean
1,1,1,43681,418,1,45,13,0,209,clean
1,1,1,135,135,1,45,72,17,135,clean
1,1,2,5,5,1,8,72,17,5,clean
1,1,1,228,31,1,45,400,9,19,clean
1,1,1,99,20,1,45,74,15,11,clean
4,4,1,154,361,5,45,92,0,54,defective
1,1,2,476,48,1,8,135,3,34,clean
2,2,1,228,1229,2,45,411,9,311,clean
1,1,1,7047,168,1,45,1803,360,87,clean
6,6,1,11,47,6,45,18,3,5,clean
1,1,1,24,14,1,45,35,0,12,clean
1,1,1,24,14,1,45,12,0,12,clean
2,2,1,358776,2447,3,45,230,6,371,clean
3,3,1,42,212,4,45,60,9,53,clean
1,1,1,1984,94,1,45,97,17,62,clean
1,1,1,10,10,1,45,49,0,10,clean
7,7,1,214,1362,9,45,410,94,78,defective
1,1,1,135,256,2,45,90,22,69,clean
1,1,2,5,5,1,8,72,17,5,clean
2,2,1,41,45,2,45,12,1,22,clean
1,1,1,3364,116,1,45,27,0,58,clean
1,1,1,3364,116,1,45,27,0,58,clean
1,1,1,3364,116,1,45,27,0,58,clean
1,1,1,3364,116,1,45,27,0,58,clean
2,2,1,24,16,2,45,12,0,6,clean
1,1,1,3,4,1,45,233,0,3,clean
1,1,1,3364,116,1,45,27,0,58,clean
1,1,1,3364,116,1,45,27,0,58,clean
1,1,1,1,2,1,45,98,22,1,clean
2,2,1,600,305,3,45,120,30,54,clean
2,2,1,600,305,3,45,120,30,54,clean
2,2,1,36,20,2,45,98,22,5,clean
2,2,1,10,20,2,8,12,0,5,clean
2,2,1,10,20,2,8,12,0,5,clean
2,2,2,15,2,2,164,1,0,8,clean
2,2,4,3,2,2,102,1,0,3,clean
1,1,5,5,6,1,55,1,0,1,clean
3,3,6,42,28,3,122,1,0,5,defective
8,8,7,257,4,8,164,1539,180,181,defective
12,12,14,320,32,16,222,2096,244,41,defective
13,13,18,154,72,13,102,3678,442,109,defective
1,1,19,390,41,1,55,3953,485,26,clean
1,1,20,93,93,1,122,48,5,93,clean
5,5,4,16,4108,13,164,471,72,226,defective
7,7,10,118,96,8,222,317,13,9,defective
2,2,11,93,95,2,122,50,5,47,clean
2,2,2,6,7,2,164,182,0,6,clean
2,2,2,3400,118,2,164,4089,455,68,clean
