@relation 'dataset_feat_message-weka.filters.unsupervised.attribute.Remove-R2,5'

@attribute comm numeric
@attribute ddev numeric
@attribute exp numeric
@attribute modd numeric
@attribute mods numeric
@attribute nloc numeric
@attribute cyco numeric
@attribute addl numeric
@attribute reml numeric
@attribute label {clean,defective}

@data
14,30,49,27,539,604,125,420,66,defective
10,10,1124,11,1272,1614,339,149,117,defective
5,12,91,5,539,2517,592,509,388,defective
12,18,82,21,1272,469,91,63,86,defective
11,22,62,19,539,320,64,70,111,defective
12,18,282,18,1272,515,123,65,147,defective
8,22,51,8,539,1113,269,48,14,defective
1,3,729,1,1272,2967,653,27,27,clean
1,4,4,1,539,2974,655,4,0,clean
8,9,116,9,1272,943,197,18,14,clean
6,12,347,7,539,883,212,168,23,defective
1,3,169,1,1272,2751,693,13,13,clean
3,6,2,4,539,1497,386,8,111,clean
1,2,180,2,1272,265,8,9,6,clean
1,6,5,1,1272,30,3,5,0,clean
1,2,16,2,1272,197,44,13,4,clean
1,10,42,1,1272,16,2,42,0,clean
3,13,1047,4,539,194,42,80,66,defective
1,3,529,1,539,2,0,23,23,clean
3,7,6,3,1272,979,304,11,2,clean
3,10,11,3,539,1013,317,13,0,clean
3,6,49,4,539,192,45,27,20,clean
2,6,9,4,1272,224,49,8,4,clean
1,7,6875,1,539,178,24,55,125,clean
2,4,4,3,1272,59,3,2,1,clean
1,5,6296,2,539,857,0,153,787,clean
1,2,20076,1,539,133,22,21,956,clean
1,7,4,1,1272,596,0,4,1,clean
2,8,262,3,539,189,43,225,318,clean
6,7,68,6,1272,415,84,156,266,defective
4,10,11,4,539,407,53,99,32,clean
1,2,20076,1,539,133,22,21,956,clean
1,7,1,1,1272,846,0,1,1,clean
1,2,126,1,1272,308,48,18,7,clean
1,2,196,4,1272,304,41,33,19,clean
1,2,3611,1,1272,0,0,0,3611,clean
1,2,663,1,1272,319,41,39,17,clean
1,5,5,2,1272,1301,242,14,9,clean
1,6,25,1,539,482,102,5,5,clean
14,31,267,15,1272,995,221,17,254,defective
14,37,139,17,539,1351,316,361,246,defective
1,2,37,1,1272,1,0,37,0,clean
2,3,70,2,539,467,98,18,18,defective
1,3,37,1,1272,1,0,37,0,clean
3,5,1273,4,539,247,51,47,122,defective
1,5,674,2,539,0,0,0,2117,clean
1,2,3611,1,1272,0,0,0,3611,clean
4,15,4365,5,539,318,57,422,1099,defective
1,4,37,1,1272,1,0,37,0,clean
2,5,70,2,539,467,98,18,18,defective
2,5,55,2,539,1157,240,66,0,clean
1,2,20076,2,539,191,39,207,478,clean
1,3,16,1,1272,1414,322,4,4,clean
5,20,401,7,1272,3014,228,25,14,clean
6,25,340,9,539,1497,90,113,492,defective
1,4,20304,1,1272,6471,1656,108,188,defective
2,6,25527,2,539,5507,1384,141,187,clean
2,4,48,2,1272,1692,396,38,1,defective
4,5,6,6,539,1353,313,68,9,defective
1,3,4,1,1272,7323,2229,4,0,clean
1,3,8932,1,1272,881,185,319,28,clean
1,6,544,1,1272,7322,2228,34,16,clean
1,7,136,1,539,7488,2269,17,8,clean
11,36,478,13,1272,1395,547,221,176,clean
22,45,106,34,539,495,98,171,55,defective
2,13,140,2,1272,877,197,11,10,clean
1,14,5,1,539,701,191,5,0,clean
1,12,3765,1,539,0,0,0,3765,clean
8,22,15,12,1272,103,5,11,17,clean
2,24,2,2,539,35,1,2,0,clean
4,6,1113,5,1272,214,63,27,30,clean
1,7,56,1,539,3,0,7,8,clean
3,6,1113,4,1272,190,53,34,38,clean
3,5,1113,4,1272,190,53,34,37,clean
3,5,1113,4,1272,190,53,34,37,clean
2,4,1520,2,1272,366,107,55,24,clean
1,2,7,1,539,346,81,7,1,clean
2,5,2018,2,1272,870,210,129,49,defective
3,7,1,3,539,1173,336,16,8,clean
2,12,53,3,1272,687,137,4,33,clean
3,15,517,4,539,667,111,451,433,defective
5,24,1322,5,1272,3784,967,90,92,defective
5,27,1044,6,539,1938,480,320,318,defective
1,9,729,1,1272,2967,653,27,27,clean
3,12,127,5,539,1272,268,420,346,defective
1,12,30,1,1272,5241,1299,10,3,clean
3,14,6,3,539,1338,78,5,4,clean
1,4,4347,1,539,0,0,0,4347,clean
4,9,371,4,1272,3775,837,38,44,defective
2,11,117584,2,539,3325,791,1158,895,defective
1,5,195,1,1272,73,0,15,13,clean
4,7,2,4,539,1727,499,13,6,clean
9,9,3,11,1272,394,95,23,11,clean
9,12,24,11,539,628,117,47,90,defective
2,3,3775,2,1272,1013,205,77,12,defective
1,4,1,1,539,949,201,1,1,clean
16,28,6486,26,1272,796,165,58,82,defective
13,36,159,19,539,886,195,192,176,defective
1,4,650,1,1272,2305,588,13,50,clean
4,7,164,4,539,703,146,16,943,clean
1,4,135,1,1272,718,153,45,3,defective
6,6,10,7,539,701,138,126,2,clean
1,4,2,1,1272,506,139,2,1,clean
3,6,23,3,539,513,145,81,100,defective
1,2,93,1,539,1,0,93,0,clean
1,5,80,1,1272,612,119,8,10,clean
1,6,4,1,539,627,119,2,2,clean
1,2,7056,1,539,629,0,84,84,clean
1,8,34,1,1272,51,18,17,2,clean
5,11,296,5,539,153,36,27,26,defective
2,3,168,2,539,638,0,44,42,clean
3,7,36,3,1272,603,141,11,7,clean
1,8,260,1,539,862,184,52,5,defective
3,5,3218,3,1272,233,47,95,66,defective
1,6,441,2,539,621,119,21,21,clean
3,6,3218,4,1272,266,54,84,51,defective
4,8,800,7,539,454,89,24,19,defective
1,2,1143,1,1272,873,166,1143,0,clean
4,4,246,4,539,45,4,27,26,clean
1,2,93,1,539,1,0,93,0,clean
1,4,118,1,1272,0,0,0,118,clean
1,2,1,1,1272,615,122,1,1,clean
1,3,380,1,1272,448,49,19,20,clean
1,3,1,2,539,21,4,1,1,clean
1,4,551,2,1272,480,108,291,275,defective
7,6,791,7,539,521,120,343,16,defective
1,2,529,1,539,2,0,23,23,clean
1,2,529,1,539,2,0,23,23,clean
4,8,310,5,539,467,108,121,346,clean
8,5,7056,13,539,358,56,20,10,defective
1,2,1205,1,539,615,107,1205,0,clean
2,3,84,3,1272,116,17,35,89,clean
2,3,84,9,1272,2,0,1,200,clean
1,2,59,2,1272,8,0,59,0,clean
1,3,3924,2,1272,468,78,62,23,clean
1,2,1296,1,539,3,0,36,36,clean
1,2,12,1,1272,797,142,4,3,clean
1,5,282,1,1272,1400,248,47,6,defective
2,6,171468,5,539,389,62,449,347,defective
3,5,300533,4,539,2689,620,491,530,defective
1,2,2760,1,1272,1138,241,345,8,defective
1,3,6966,1,539,1144,246,81,86,clean
1,3,168,1,1272,557,135,14,12,clean
1,3,168,1,1272,557,135,14,12,clean
1,2,8,1,539,20,8,8,0,clean
1,2,168,1,1272,557,135,14,12,clean
1,2,2760,1,1272,1138,241,345,8,defective
1,5,4066,1,539,7553,2269,107,38,clean
3,3,360,3,1272,1062,225,129,6,defective
5,4,24,5,539,1142,243,31,26,defective
1,2,551,2,1272,480,108,291,275,defective
2,3,460,2,539,962,199,25,21,defective
2,9,110,2,1272,290,42,18,20,clean
2,11,80,2,539,3236,592,53,31,clean
1,2,360,1,1272,905,192,40,9,clean
2,3,6405,2,539,3567,685,54,31,clean
2,5,1,2,539,8,0,1,1,clean
1,5,171468,1,539,217,46,99,1732,clean
3,3,90,3,1272,251,66,8,4,defective
1,5,77,1,539,3725,170,11,7,clean
5,6,47,6,1272,239,71,24,26,clean
1,4,4,3,1272,574,153,0,16,clean
3,7,41,9,1272,341,81,21,28,clean
5,11,7,46,539,981,184,4,2,clean
1,2,1296,2,539,3,0,36,36,clean
2,3,2,3,539,9,0,24,24,clean
1,6,726,1,1272,534,103,121,6,clean
1,7,24,1,539,569,106,24,0,defective
2,7,42,7,539,853,167,26,11,clean
1,2,529,1,539,2,0,23,23,clean
1,3,171468,1,539,217,46,99,1732,clean
2,7,24,4,1272,66,12,1,3,clean
4,9,800,6,539,423,63,23,13,clean
1,2,1159,1,1272,333,83,61,19,clean
2,3,143658,4,539,389,79,252,252,clean
1,3,171468,3,539,503,71,622,577,defective
1,2,4140,1,1272,327,45,92,45,clean
1,2,25,2,1272,79,8,9,5,clean
1,2,4140,1,1272,327,45,92,45,clean
1,2,84,2,1272,165,25,24,4,clean
1,2,683,1,1272,0,0,0,683,clean
1,4,270,2,539,500,135,36,15,clean
1,4,270,2,539,500,135,36,15,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
1,2,5929245,1,1272,12752,6013,2689,2205,clean
