@relation 'dataset_feat-weka.filters.unsupervised.attribute.Remove-R2-3,5,7,9-11'

@attribute comm numeric
@attribute exp numeric
@attribute modd numeric
@attribute nloc numeric
@attribute label {defective,clean}

@data
1,20525,1,5808,clean
1,22401,1,14408,clean
1,20525,2,3060,clean
1,20525,1,5808,clean
1,20525,3,6738,clean
3,25,8,2858,clean
1,22401,1,14408,clean
1,20525,2,3060,clean
1,20525,1,5808,clean
1,7308,1,526,clean
1,659,1,488,defective
1,22401,1,14408,clean
1,22401,1,14408,clean
1,22401,1,14408,clean
1,22401,1,14408,clean
1,22401,1,14408,clean
1,22401,1,14408,clean
1,22401,1,14408,clean
1,22401,1,14408,clean
1,22401,1,14408,clean
1,22401,1,14408,clean
1,22401,1,14408,clean
1,22401,1,14408,clean
1,22401,1,14408,clean
1,22401,1,14408,clean
1,22401,1,14408,clean
1,22401,1,14408,clean
1,22401,1,14408,clean
1,22401,1,14408,clean
1,22401,1,14408,clean
1,22401,1,14408,clean
1,22401,1,14408,clean
1,22401,1,14408,clean
1,22401,1,14408,clean
1,22401,1,14408,clean
1,22401,1,14408,clean
1,22401,1,14408,clean
1,22401,1,14408,clean
1,22401,1,14408,clean
1,22401,1,14408,clean
1,22401,1,14408,clean
1,22401,1,14408,clean
1,22401,1,14408,clean
1,22401,1,14408,clean
1,22401,1,14408,clean
1,22401,1,14408,clean
1,22401,1,14408,clean
1,22401,1,14408,clean
1,22401,1,14408,clean
1,22401,1,14408,clean
1,22401,1,14408,clean
1,22401,1,14408,clean
1,22401,1,14408,clean
1,22401,1,14408,clean
1,22401,1,14408,clean
1,22401,1,14408,clean
1,22401,1,14408,clean
1,22401,1,14408,clean
1,22401,1,14408,clean
1,22401,1,14408,clean
1,22401,1,14408,clean
1,22401,1,14408,clean
1,22401,1,14408,clean
1,22401,1,14408,clean
1,22401,1,14408,clean
1,22401,1,14408,clean
1,22401,1,14408,clean
1,22401,1,14408,clean
1,22401,1,14408,clean
1,22401,1,14408,clean
1,22401,1,14408,clean
1,22401,1,14408,clean
1,22401,1,14408,clean
1,22401,1,14408,clean
1,40,1,98,clean
1,1,1,9,clean
1,1,1,14,clean
1,2,1,89,clean
1,1158,1,409,clean
1,378,1,225,clean
1,5,2,387,clean
1,525,1,397,clean
1,378,1,225,clean
1,3420,1,1251,clean
1,2960,1,120,clean
1,870,1,6,clean
1,378,1,225,clean
1,185,1,57,clean
1,10,2,190,clean
1,31759,2,748,clean
2,2,2,25,clean
1,162,2,165,clean
1,378,1,225,clean
1,378,1,225,clean
1,2960,1,120,clean
1,1,1,17,clean
1,40,1,25,clean
1,2960,1,120,clean
1,378,1,225,clean
1,5,1,188,clean
2,31759,2,1410,clean
1,15,1,220,clean
1,5,1,220,clean
3,73,4,917,clean
2,5,2,1443,clean
3,999,3,829,clean
1,2,1,813,clean
1,78,1,8,clean
2,22401,2,14408,clean
1,3875235,1,1467,clean
1,3875235,1,1467,clean
1,22401,1,14408,clean
1,4,1,2,clean
1,4,1,2,clean
1,455,1,688,clean
1,50,1,1680,clean
1,3875235,1,1467,clean
1,9,1,135,clean
2,294,3,269,defective
3,9,3,231,clean
2,15,2,638,clean
1,4,1,1237,clean
2,36,2,0,clean
1,336,1,894,clean
2,64,2,2353,clean
1,9,1,26,clean
4,73,5,23,clean
2,14,2,9,clean
1,591,1,463,clean
1,36,1,960,clean
4,26,4,233,clean
1,190,1,539,clean
2,142,2,709,defective
1,1,1,1107,clean
3,10,3,900,defective
1,373246,1,1688,defective
1,1,1,96,clean
1,74,1,7,clean
1,1,1,22,clean
2,29,2,41,clean
1,1,1,49,clean
1,105,1,19,clean
1,1,1,2,clean
1,85,1,15,clean
1,54,1,12,defective
1,9,1,76,clean
2,38,2,3,clean
1,57,1,11,clean
1,34,1,6,defective
1,171,1,73,clean
2,37,2,76,clean
1,81,1,9,clean
1,81,1,9,clean
1,1,1,159,clean
1,1,1,4,clean
1,28,1,0,clean
1,1,1,65,clean
1,1,1,109,clean
2,24,2,595,defective
1,78,1,8,clean
1,31,1,7,clean
1,1,1,434,clean
1,55,1,0,clean
2,255,2,24,clean
1,728,1,57,clean
1,240,1,0,clean
1,41,1,3,clean
1,98,1,41,clean
1,1,1,9,clean
1,1,1,33,clean
1,35,1,0,clean
1,74,1,0,clean
1,30,1,1,clean
1,59,1,3,clean
1,16,1,33,clean
1,18,1,3,clean
1,9,1,11,clean
1,46,1,0,clean
1,45,1,6,clean
2,35,2,33,clean
1,66,1,6,clean
1,70,1,11,clean
2,14,2,4,clean
1,5,1,13,clean
2,20,2,11,clean
1,39,1,8,clean
1,55,1,0,clean
1,30,1,1,clean
1,69,1,10,clean
1,206,1,18,clean
1,44,1,3,clean
1,35,1,6,clean
1,33,1,4,clean
1,36,1,29,clean
1,5,1,34,clean
1,6,1,3,clean
1,25,1,23,clean
2,6,2,41,clean
3,38,3,8,clean
1,4,1,20,clean
1,32,1,1,clean
1,4,1,9,clean
1,32,1,1,clean
1,32,1,1,clean
1,196,1,121,defective
1,1,1,129,clean
1,1,1,54,clean
1,189,1,0,clean
1,180,1,0,clean
1,1,1,75,clean
1,1,1,60,clean
1,269,1,202,clean
1,277,1,118,clean
1,12,1,9,clean
1,1,1,12,clean
1,112,1,2,clean
1,625,1,2,clean
1,10553,1,84,clean
1,185,1,0,clean
2,731,12,86,clean
1,36,1,20,clean
1,1138,1,961,defective
1,1,1,72,clean
1,12,1,4,clean
1,12,1,4,clean
1,1,1,4,clean
1,60,1,18,clean
1,10,1,17,clean
1,117,1,36,clean
1,107,1,38,clean
2,117,2,54,defective
2,30,2,21,clean
2,40,2,314,clean
2,18,2,36,clean
1,220,1,69,clean
1,164,1,56,clean
2,20,2,18,clean
1,169,1,61,clean
2,13,2,2,clean
3,25,3,46,clean
2,19,2,10,clean
2,19,2,12,clean
2,4,2,9,clean
2,18,2,11,clean
2,13,2,2,clean
2,28,2,98,clean
2,31,2,102,clean
2,18,2,29,clean
1,1,1,89,clean
1,1,1,15,clean
1,1,1,189,clean
1,1,1,323,clean
1,1,1,39,clean
1,3,1,65,clean
1,66,1,24,clean
1,3,1,37,clean
1,48,1,0,clean
1,16,1,57,clean
1,2,1,44,clean
1,36,1,3,defective
1,61,1,23,clean
1,6,1,15,clean
1,6,1,29,clean
1,1470,1,229,clean
1,228,1,133,clean
1,1,1,134,clean
1,32,1,1,clean
1,70,1,23,clean
1,40,1,3,clean
1,25,1,18,clean
1,25,1,17,clean
1,25,1,23,clean
1,67,1,0,clean
1,36,1,20,clean
1,25,1,18,clean
1,25,1,17,clean
1,25,1,59,clean
1,25,1,24,clean
1,24,1,13,clean
1,25,1,17,clean
1,25,1,19,clean
1,25,1,75,clean
1,25,1,31,clean
1,25,1,52,clean
1,25,1,22,clean
1,36,1,28,clean
1,30,1,105,clean
1,25,1,2,clean
1,16,1,2,clean
1,25,1,22,clean
1,25,1,206,clean
1,25,1,42,clean
1,25,1,24,clean
1,25,1,59,clean
1,1,1,45,clean
1,25,1,24,clean
1,60,1,20,clean
1,64,1,24,clean
1,3,1,10,clean
1,2,1,15,clean
1,2,1,13,clean
1,2,1,13,clean
1,57,1,9,clean
1,4,1,9,clean
1,4,1,11,clean
1,4,1,9,clean
1,54,1,0,clean
1,2,1,6,clean
1,3,1,88,clean
1,8,1,9,clean
1,4,1,4,clean
1,2,1,14,clean
1,2,1,13,clean
1,53,1,0,clean
1,3,1,15,clean
1,2,1,9,clean
1,2,1,14,clean
1,3,1,11,clean
1,2,1,14,clean
1,2,1,13,clean
1,2,1,15,clean
1,2,1,12,clean
1,2,1,12,clean
1,1,1,11,clean
1,2,1,14,clean
1,53,1,0,clean
1,2,1,15,clean
1,2,1,15,clean
1,53,1,0,clean
1,55,1,8,clean
1,8,1,11,clean
1,3,1,10,clean
1,4,1,9,clean
1,53,1,0,clean
1,54,1,0,clean
1,2,1,13,clean
1,2,1,13,clean
1,2,1,13,clean
1,2,1,13,clean
1,8,1,9,clean
1,4,1,9,clean
1,2,1,13,clean
1,2,1,16,clean
1,6,1,9,clean
1,67,1,24,defective
1,161,1,46,clean
1,153,1,37,defective
1,167,1,53,defective
1,150,1,42,defective
1,97,1,20,defective
1,127,1,34,defective
1,184,1,71,defective
1,401,1,69,clean
1,5,1,69,clean
1,1,1,85,clean
1,872,1,0,clean
1,4318,1,990,clean
1,20525,1,5808,clean
1,112,2,7,clean
1,10607,1,3914,clean
1,6,1,99,clean
1,1,1,99,clean
1,1649,1,359,clean
1,10,1,24,clean
1,234,1,76,clean
1,16,1,94,clean
1,6,1,111,clean
1,88,1,28,clean
1,78,1,9,clean
1,32,1,2,clean
1,60,1,4,clean
1,37,1,1,clean
1,46,1,4,clean
1,2,1,192,clean
1,60,1,4,clean
1,61,1,12,clean
1,4,1,12,clean
1,4,1,12,clean
1,1,1,152,clean
1,25,1,17,clean
1,25,1,19,clean
1,16,1,54,defective
1,1,1,58,clean
1,4,1,77,clean
1,1,1,5,clean
1,107,1,0,clean
1,25,1,75,clean
1,390,1,788,clean
1,1,1,51,clean
1,25,1,31,clean
1,10607,1,3914,clean
1,376,1,73,clean
1,376,1,73,clean
1,376,1,73,clean
1,550,1,104,clean
1,1,1,141,clean
1,1,1,222,clean
1,1,1,13,clean
1,1,1,2,clean
2,360,2,246,defective
1,9,1,967,clean
1,11,1,907,clean
3,45,3,231,clean
1,13,1,242,clean
2,3,2,166,clean
1,1,1,58,clean
1,1,1,3,clean
2,16,2,501,defective
1,11,1,907,clean
1,18,1,926,defective
1,918,1,336,defective
2,4,2,539,clean
1,132,1,77,clean
6,1611,7,554,defective
1,3721,1,712,clean
2,175,3,122,clean
1,12,1,176,defective
1,49770,2,291,defective
1,6,4,229,clean
1,446,1,284,defective
1,9,2,262,clean
1,1,1,540,clean
1,193,1,144,clean
1,1,1,126,clean
1,1,1,21,clean
1,1,1,19,clean
1,1,1,10,clean
2,12,2,1,clean
1,24,1,13,clean
1,1,1,39,clean
1,289,1,44,clean
1,127,1,70,clean
1,40,1,2,clean
1,25,1,2,clean
1,16,1,2,clean
1,1,1,43,clean
1,1,1,31,clean
1,1,1,48,clean
1,25,1,52,clean
1,3875235,1,1467,clean
1,1172296,2,768,clean
1,3875235,1,1467,clean
1,1172296,2,768,clean
1,1172296,2,768,clean
1,1172296,2,768,clean
1,1172296,2,768,clean
1,1172296,2,768,clean
1,1172296,2,768,clean
1,1172296,2,768,clean
1,1172296,2,768,clean
1,1172296,2,768,clean
1,1172296,2,768,clean
1,1172296,2,768,clean
1,1172296,2,768,clean
1,1172296,2,768,clean
1,1172296,2,768,clean
1,3875235,1,1467,clean
1,11663,1,96,clean
1,11663,1,96,clean
1,49,1,18,clean
1,77070,1,1143,clean
1,1,1,888,clean
1,20,1,242,clean
1,36,1,2,clean
1,32,1,1,clean
1,8532,1,535,defective
1,70,1,98,clean
1,1,1,101,clean
1,5,1,151,clean
1,25,1,369,defective
1,480,1,366,clean
2,1,4,117,defective
1,27,2,203,clean
1,870,1,94,defective
1,69,1,15,clean
1,2,1,4,clean
1,2,1,27,clean
1,30,1,346,clean
1,18,3,266,clean
1,8,3,96,clean
1,1,1,480,clean
2,6,4,72,clean
1,5,1,188,clean
1,1,1,49,clean
1,150,1,77,clean
1,120,1,59,clean
1,54,1,14,clean
1,58,1,20,clean
1,36,1,0,clean
2,77,2,14,clean
1,25,1,22,clean
1,36,1,28,clean
1,1,1,51,clean
1,1,1,99,clean
1,1,1,140,clean
1,1,1,27,clean
1,1,1,35,clean
1,3,1,68,clean
1,1,1,8,clean
1,30,1,105,clean
1,52,1,3,defective
1,9,1,18,clean
1,168,1,37,clean
1,105,1,54,clean
1,1,1,57,clean
1,4,1,47,clean
1,7,1,95,clean
1,4,1,84,clean
1,1,1,98,clean
1,1,1,17,clean
1,1,1,13,clean
1,1,1,20,clean
1,1,1,138,clean
1,250,2,63,clean
1,1,1,138,clean
1,16,1,76,clean
1,1,1,86,clean
1,1,1,4,clean
1,1,1,0,clean
3,92,5,455,defective
1,2759,1,1173,defective
1,2759,1,1173,defective
1,2,1,12,clean
1,25,1,22,clean
1,1,1,93,clean
1,1,1,33,clean
1,1,1,26,clean
1,1,1,344,clean
1,1,1,26,clean
1,1,1,53,clean
1,1,1,325,clean
1,305,1,0,clean
1,1,1,23,clean
1,1,1,30,clean
1,1,1,59,clean
1,80,1,99,clean
1,1,1,8,clean
2,30,2,4,clean
1,1,1,4,clean
1,33,1,10,defective
1,1,1,10,clean
1,32,1,28,clean
1,1,1,204,clean
1,1,1,119,clean
1,1,1,163,clean
1,636,1,0,clean
1,1,1,1,clean
1,31,1,0,clean
1,611,1,344,defective
1,1,1,1,clean
1,1,1,5,clean
1,84,1,16,clean
2,64,2,32,defective
1,1,1,39,clean
1,1,1,29,clean
1,1,1,4,clean
1,1,1,4,clean
1,53,1,16,clean
1,1,1,16,clean
1,1,1,7,clean
1,1,1,958,clean
1,1313,1,0,clean
1,1,1,1,clean
1,1,1,8,clean
1,1,1,6,clean
1,1,1,26,clean
1,1,1,210,clean
1,1,1,6,clean
1,49770,1,245,defective
1,49770,1,245,defective
1,1,1,245,clean
1,161,1,66,clean
1,1,1,66,clean
1,588,1,337,clean
1,1,1,337,clean
1,294,1,146,clean
1,1,1,146,clean
1,20,1,17,defective
1,1,1,17,clean
1,1,1,15,clean
1,1,1,11,clean
1,1,1,89,clean
1,1,1,37,clean
1,68,1,44,clean
1,1,1,4,clean
1,1,1,303,clean
1,1,1,242,clean
1,1,1,106,clean
1,1,1,15,clean
2,2,2,4,clean
1,25,1,206,clean
1,25,1,42,clean
1,25,1,24,clean
1,1,1,79,clean
1,1424,1,313,clean
1,175,1,1,clean
1,21,1,20,clean
1,4,1,7,clean
1,1,1,28,clean
1,121,1,0,clean
1,74,1,36,clean
1,38,1,0,clean
1,37,1,0,clean
1,37,1,0,clean
1,37,1,0,clean
2,32,2,14,clean
1,384,1,9,defective
1,68,1,26,clean
1,126,1,0,clean
1,4,1,19,clean
1,61,1,0,clean
1,149,1,0,clean
1,51,1,0,clean
2,20,2,25,clean
1,158,1,80,clean
1,109,1,54,clean
1,4686,1,141,clean
1,4686,1,141,clean
1,74,1,36,clean
1,84,1,0,clean
1,135,2,38,clean
1,384,1,9,defective
1,135,2,38,clean
1,74,1,36,clean
1,39,1,0,clean
1,37,1,0,clean
1,38,1,0,clean
1,38,1,0,clean
1,16,1,17,clean
1,16,1,17,clean
1,100,1,0,clean
1,127,1,0,clean
1,37,1,6,clean
1,48,1,14,clean
1,37,1,8,clean
1,4,1,38,clean
1,1172296,2,768,clean
1,1172296,2,768,clean
1,1172296,2,768,clean
1,1172296,2,768,clean
1,1,1,1,clean
1,24,1,642,clean
1,1947,1,500,clean
1,244,1,14,clean
1,20520,1,315,clean
2,2,2,420,clean
3,2,3,527,clean
1,8100,1,101,defective
1,3,1,572,clean
1,595,1,3808,clean
1,140,1,39,clean
1,185,1,57,clean
1,222,1,125,clean
1,53,1,29,clean
1,25,1,11,clean
1,29,1,11,clean
1,175,1,1,clean
1,86,1,34,clean
1,193,1,116,clean
1,43,1,22,clean
1,446,1,359,clean
1,143,1,102,clean
1,38,1,17,clean
1,73,1,40,clean
1,302,1,180,clean
1,87,1,31,clean
1,106,1,57,clean
1,79,1,47,clean
1,301,1,270,clean
1,31,1,13,clean
1,111,1,74,clean
1,56,1,10,clean
1,80,1,54,clean
1,101,1,58,clean
1,91,1,49,clean
1,10607,1,3914,clean
1,320,1,245,clean
1,122,1,8,clean
1,32,1,15,clean
1,11,1,2,clean
1,72,1,48,clean
1,280,1,206,clean
1,162,1,106,clean
1,273,1,246,clean
1,60,1,27,clean
1,378,1,225,clean
1,190,1,127,clean
1,48,1,14,clean
1,171,1,89,clean
1,33,1,10,clean
1,103,1,63,clean
1,23,1,7,clean
1,44,1,13,clean
1,19,1,5,clean
1,69,1,30,clean
1,32,1,16,clean
1,67,1,20,clean
1,38,1,22,clean
1,21,1,6,clean
1,33,1,15,clean
1,34,1,15,clean
1,90,1,48,clean
1,45,1,22,clean
1,47,1,24,clean
1,56,1,17,clean
1,367,1,262,clean
1,11,1,0,clean
1,12,1,245,clean
1,12,1,245,clean
1,244,1,14,clean
2,2,3,283,clean
1,125,4,372,defective
3,71,3,348,defective
1,21,1,283,clean
1,24,1,642,clean
1,7850,1,484,clean
1,1947,2,522,clean
1,86,1,34,clean
1,4,1,179,clean
1,250,1,118,clean
2,14754,4,2432,clean
1,10607,1,3914,clean
1,52,1,3,defective
1,1972,1,21,defective
1,8100,1,101,defective
1,870,1,6,clean
1,6,1,14,clean
1,20525,1,5808,clean
1,8532,1,535,defective
1,12,1,9,clean
1,108,1,0,clean
1,71,1,26,clean
1,3,1,26,clean
1,2,1,82,clean
1,3,1,33,clean
1,51,1,13,clean
1,83,1,23,clean
1,99,1,17,defective
1,98,1,52,defective
1,3,1,31,clean
1,9,1,121,clean
1,3,1,34,clean
1,50,1,12,clean
1,2,1,99,clean
1,400,1,241,defective
1,119,1,47,defective
1,42,1,225,clean
1,58,1,55,defective
1,101,1,29,defective
1,3,1,17,clean
1,1,1,174,clean
1,228,1,0,clean
1,5,1,38,clean
1,156,1,55,defective
1,2,1,80,clean
1,50,1,12,clean
1,3,1,13,clean
1,3,3,118,defective
1,3172,4,166,defective
1,576,8,336,defective
1,4,11,116,defective
1,1160,6,265,defective
1,224,1,37,clean
1,4,1,19,clean
1,20,1,21,clean
1,127,1,29,clean
1,365,1,94,defective
1,45,1,0,clean
1,38,1,10,clean
1,4,1,108,clean
1,351,1,0,clean
1,49,1,0,clean
1,5,38,16,clean
2,578,5,420,defective
1,18952,1,1390,defective
1,31320,3,187,defective
1,44,1,0,clean
1,3,53,51,defective
1,8901,2,173,defective
1,1,1,42,defective
1,26,1,40,clean
1,337,2,0,clean
1,2759,1,1173,defective
1,1850,1,1026,clean
1,44,1,13,clean
1,44,1,13,clean
1,1,1,1,clean
1,774,1,764,clean
1,20520,1,315,clean
1,107,1,0,clean
2,304,2,844,clean
1,1,1,846,clean
1,35,1,846,clean
3,1,3,846,clean
3,4,3,846,clean
1,525,1,397,clean
1,4,1,410,clean
1,378,1,225,clean
1,1470,1,229,clean
1,1470,1,229,clean
1,1470,1,229,clean
1,15800,1,348,clean
1,1850,1,1026,clean
1,294,1,167,clean
1,61,1,28,clean
1,7878,1,485,clean
1,341,1,122,clean
1,570,1,44,clean
1,1248,1,499,clean
1,11556,1,302,defective
1,111,1,32,clean
1,1248,1,499,clean
1,1248,1,499,clean
1,28,1,7,clean
1,188,3,28,defective
1,1260,1,283,clean
1,14,1,14,clean
1,150,1,73,defective
1,289,12,335,defective
1,624,1,408,defective
1,256,1,132,defective
1,840,1,428,clean
1,199,1,125,clean
1,758,1,460,defective
1,45,1,6,clean
1,657,1,432,defective
1,38,1,8,clean
1,279,1,181,clean
1,227,1,120,defective
1,49,1,22,clean
1,298,1,185,defective
1,80,1,46,clean
1,33,1,9,clean
1,29,1,7,clean
1,314,1,220,defective
1,40,1,25,clean
1,4,1,86,clean
1,15,1,25,clean
1,41132,1,1259,clean
1,10,1,8,clean
1,52,1,3,defective
1,1972,1,21,defective
2,6643,3,14,defective
2,1972,2,21,defective
2,6643,3,67,defective
1,8100,1,101,defective
1,6643,1,1,clean
1,84,1,115,clean
1,2960,1,120,clean
1,127,1,25,clean
1,153,1,37,defective
1,153,1,37,defective
1,167,1,53,defective
1,167,1,53,defective
1,150,1,42,defective
1,5,1,43,clean
1,10,1,43,clean
1,150,1,42,defective
1,5,1,43,clean
1,10,1,43,clean
1,127,1,34,defective
1,5,1,34,clean
1,127,1,34,defective
1,5,1,34,clean
1,184,1,71,defective
1,5,1,71,clean
1,184,1,71,defective
1,5,1,71,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,20525,1,5808,clean
1,20525,1,5808,clean
1,20525,1,5808,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,39,1,798,clean
1,305,1,0,clean
2,4318,2,990,clean
2,4318,2,990,clean
2,4318,2,990,clean
2,4318,2,990,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,305,1,0,clean
1,305,1,0,clean
1,305,1,0,clean
1,305,1,0,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
1,10607,1,3914,clean
